year,country,wine_type,activity_type,quantity
2008,Finland,Wine - Total,Exports0 bottled (1000 hl),0
2008,Finland,Red and rose wine,Official production (1000 hl),0
2008,Finland,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2008,Finland,Red and rose wine,Usable production (1000 hl),0
2008,Finland,Red and rose wine,Total production other than for vinification (1000 hl),0
2008,Finland,Red and rose wine,Losses from evaporation (1000 hl),0
2008,Finland,Red and rose wine,Imports from EU (1000 t),0
2008,Finland,Red and rose wine,Imports from third countries (1000 hl),0
2008,Finland,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2008,Finland,Red and rose wine,Gross human consumption (1000 hl),0
2008,Finland,Red and rose wine,Degree of self-sufficiency (%),0
2008,Finland,Red and rose wine,Vinegar manufacture (1000 hl),0
2008,Finland,Red and rose wine,Imports0 bottled (1000 hl),0
2008,Finland,Red and rose wine,Exports0 bottled (1000 hl),0
2008,Finland,White wine,Official production (1000 hl),0
2008,Finland,White wine,Most intended for the production of grape juice (1000 hl),0
2008,Finland,White wine,Usable production (1000 hl),0
2008,Finland,White wine,Total production other than for vinification (1000 hl),0
2008,Finland,White wine,Losses from evaporation (1000 hl),0
2008,Finland,White wine,Imports from EU (1000 t),0
2008,Finland,White wine,Imports from third countries (1000 hl),120.8
2008,Finland,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0.6
2008,Finland,White wine,Gross human consumption (1000 hl),252.8
2008,Finland,White wine,Degree of self-sufficiency (%),0
2008,Finland,White wine,Vinegar manufacture (1000 hl),0
2008,Finland,White wine,Imports0 bottled (1000 hl),0
2008,Finland,White wine,Exports0 bottled (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Official production (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2008,Finland,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0.9
2008,Finland,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),160.4
2008,Finland,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2008,Finland,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2008,Finland,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2009,Finland,Vermouth,Official production (1000 hl),0
2009,Finland,Vermouth,Most intended for the production of grape juice (1000 hl),0
2009,Finland,Vermouth,Usable production (1000 hl),0
2009,Finland,Vermouth,Total production other than for vinification (1000 hl),0
2009,Finland,Vermouth,Losses from evaporation (1000 hl),0
2009,Finland,Vermouth,Imports from EU (1000 t),0
2009,Finland,Vermouth,Imports from third countries (1000 hl),0
2009,Finland,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Finland,Vermouth,Gross human consumption (1000 hl),0
2009,Finland,Vermouth,Degree of self-sufficiency (%),0
2009,Finland,Vermouth,Vinegar manufacture (1000 hl),0
2009,Finland,Vermouth,Imports0 bottled (1000 hl),0
2009,Finland,Vermouth,Exports0 bottled (1000 hl),0
2009,Finland,Wine - Total,Official production (1000 hl),0
2009,Finland,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2009,Finland,Wine - Total,Usable production (1000 hl),0
2009,Finland,Wine - Total,Total production other than for vinification (1000 hl),0
2009,Finland,Wine - Total,Losses from evaporation (1000 hl),0
2009,Finland,Wine - Total,Imports from EU (1000 t),0
2009,Finland,Wine - Total,Imports from third countries (1000 hl),276.8
2009,Finland,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),8.6
2009,Finland,Wine - Total,Gross human consumption (1000 hl),568.4
2009,Finland,Wine - Total,Degree of self-sufficiency (%),0
2009,Finland,Wine - Total,Vinegar manufacture (1000 hl),0
2009,Finland,Wine - Total,Imports0 bottled (1000 hl),0
2009,Finland,Wine - Total,Exports0 bottled (1000 hl),0.4
2009,Finland,Red and rose wine,Official production (1000 hl),0
2009,Finland,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2009,Finland,Red and rose wine,Usable production (1000 hl),0
2009,Finland,Red and rose wine,Total production other than for vinification (1000 hl),0
2009,Finland,Red and rose wine,Losses from evaporation (1000 hl),0
2009,Finland,Red and rose wine,Imports from EU (1000 t),0
2009,Finland,Red and rose wine,Imports from third countries (1000 hl),0
2009,Finland,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2009,Finland,Red and rose wine,Gross human consumption (1000 hl),0
2009,Finland,Red and rose wine,Degree of self-sufficiency (%),0
2009,Finland,Red and rose wine,Vinegar manufacture (1000 hl),0
2009,Finland,Red and rose wine,Imports0 bottled (1000 hl),0
2009,Finland,Red and rose wine,Exports0 bottled (1000 hl),0
2009,Finland,White wine,Official production (1000 hl),0
2009,Finland,White wine,Most intended for the production of grape juice (1000 hl),0
2009,Finland,White wine,Usable production (1000 hl),0
2009,Finland,White wine,Total production other than for vinification (1000 hl),0
2009,Finland,White wine,Losses from evaporation (1000 hl),0
2009,Finland,White wine,Imports from EU (1000 t),0
2009,Finland,White wine,Imports from third countries (1000 hl),129.7
2009,Finland,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),3.4
2009,Finland,White wine,Gross human consumption (1000 hl),0
2009,Finland,White wine,Degree of self-sufficiency (%),0
2009,Finland,White wine,Vinegar manufacture (1000 hl),0
2009,Finland,White wine,Imports0 bottled (1000 hl),0
2009,Finland,White wine,Exports0 bottled (1000 hl),0.2
2009,Finland,Quality wines P.S.R. - Total,Official production (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2009,Finland,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),4.3
2009,Finland,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2009,Finland,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2009,Finland,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2010,Finland,Vermouth,Official production (1000 hl),0
2010,Finland,Vermouth,Most intended for the production of grape juice (1000 hl),0
2010,Finland,Vermouth,Usable production (1000 hl),0
2010,Finland,Vermouth,Total production other than for vinification (1000 hl),0
2010,Finland,Vermouth,Losses from evaporation (1000 hl),0
2010,Finland,Vermouth,Imports from EU (1000 t),0
2010,Finland,Vermouth,Imports from third countries (1000 hl),0
2010,Finland,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Finland,Vermouth,Gross human consumption (1000 hl),0
2010,Finland,Vermouth,Degree of self-sufficiency (%),0
2010,Finland,Vermouth,Vinegar manufacture (1000 hl),0
2010,Finland,Vermouth,Imports0 bottled (1000 hl),0
2010,Finland,Vermouth,Exports0 bottled (1000 hl),0
2010,Finland,Wine - Total,Official production (1000 hl),0
2010,Finland,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2010,Finland,Wine - Total,Usable production (1000 hl),0
2010,Finland,Wine - Total,Total production other than for vinification (1000 hl),0
2010,Finland,Wine - Total,Losses from evaporation (1000 hl),0
2010,Finland,Wine - Total,Imports from EU (1000 t),0
2010,Finland,Wine - Total,Imports from third countries (1000 hl),297.8
2010,Finland,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Finland,Wine - Total,Gross human consumption (1000 hl),572.8
2010,Finland,Wine - Total,Degree of self-sufficiency (%),0
2010,Finland,Wine - Total,Vinegar manufacture (1000 hl),0
2010,Finland,Wine - Total,Imports0 bottled (1000 hl),0
2010,Finland,Wine - Total,Exports0 bottled (1000 hl),0
2010,Finland,Red and rose wine,Official production (1000 hl),0
2010,Finland,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2010,Finland,Red and rose wine,Usable production (1000 hl),0
2010,Finland,Red and rose wine,Total production other than for vinification (1000 hl),0
2010,Finland,Red and rose wine,Losses from evaporation (1000 hl),0
2010,Finland,Red and rose wine,Imports from EU (1000 t),0
2010,Finland,Red and rose wine,Imports from third countries (1000 hl),0
2010,Finland,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Finland,Red and rose wine,Gross human consumption (1000 hl),0
2010,Finland,Red and rose wine,Degree of self-sufficiency (%),0
2010,Finland,Red and rose wine,Vinegar manufacture (1000 hl),0
2010,Finland,Red and rose wine,Imports0 bottled (1000 hl),0
2010,Finland,Red and rose wine,Exports0 bottled (1000 hl),0
2010,Finland,White wine,Official production (1000 hl),0
2010,Finland,White wine,Most intended for the production of grape juice (1000 hl),0
2010,Finland,White wine,Usable production (1000 hl),0
2010,Finland,White wine,Total production other than for vinification (1000 hl),0
2010,Finland,White wine,Losses from evaporation (1000 hl),0
2010,Finland,White wine,Imports from EU (1000 t),0
2010,Finland,White wine,Imports from third countries (1000 hl),137.4
2010,Finland,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Finland,White wine,Gross human consumption (1000 hl),269.4
2010,Finland,White wine,Degree of self-sufficiency (%),0
2010,Finland,White wine,Vinegar manufacture (1000 hl),0
2010,Finland,White wine,Imports0 bottled (1000 hl),0
2010,Finland,White wine,Exports0 bottled (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Official production (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2010,Finland,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2010,Finland,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2010,Finland,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2011,Finland,Vermouth,Official production (1000 hl),0
2011,Finland,Vermouth,Most intended for the production of grape juice (1000 hl),0
2011,Finland,Vermouth,Usable production (1000 hl),0
2011,Finland,Vermouth,Total production other than for vinification (1000 hl),0
2011,Finland,Vermouth,Losses from evaporation (1000 hl),0
2011,Finland,Vermouth,Imports from EU (1000 t),0
2011,Finland,Vermouth,Imports from third countries (1000 hl),0
2011,Finland,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Finland,Vermouth,Gross human consumption (1000 hl),0
2011,Finland,Vermouth,Degree of self-sufficiency (%),0
2011,Finland,Vermouth,Vinegar manufacture (1000 hl),0
2011,Finland,Vermouth,Imports0 bottled (1000 hl),0
2011,Finland,Vermouth,Exports0 bottled (1000 hl),0
2011,Finland,Wine - Total,Official production (1000 hl),0
2011,Finland,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2011,Finland,Wine - Total,Usable production (1000 hl),0
2011,Finland,Wine - Total,Total production other than for vinification (1000 hl),0
2011,Finland,Wine - Total,Losses from evaporation (1000 hl),0
2011,Finland,Wine - Total,Imports from EU (1000 t),0
2011,Finland,Wine - Total,Imports from third countries (1000 hl),340
2011,Finland,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),707
2011,Finland,Wine - Total,Gross human consumption (1000 hl),0
2011,Finland,Wine - Total,Degree of self-sufficiency (%),0
2011,Finland,Wine - Total,Vinegar manufacture (1000 hl),0
2011,Finland,Wine - Total,Imports0 bottled (1000 hl),0
2011,Finland,Wine - Total,Exports0 bottled (1000 hl),0
2011,Finland,Red and rose wine,Official production (1000 hl),0
2011,Finland,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2011,Finland,Red and rose wine,Usable production (1000 hl),0
2011,Finland,Red and rose wine,Total production other than for vinification (1000 hl),0
2011,Finland,Red and rose wine,Losses from evaporation (1000 hl),0
2011,Finland,Red and rose wine,Imports from EU (1000 t),0
2011,Finland,Red and rose wine,Imports from third countries (1000 hl),0
2011,Finland,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Finland,Red and rose wine,Gross human consumption (1000 hl),0
2011,Finland,Red and rose wine,Degree of self-sufficiency (%),0
2011,Finland,Red and rose wine,Vinegar manufacture (1000 hl),0
2011,Finland,Red and rose wine,Imports0 bottled (1000 hl),0
2011,Finland,Red and rose wine,Exports0 bottled (1000 hl),0
2011,Finland,White wine,Official production (1000 hl),0
2011,Finland,White wine,Most intended for the production of grape juice (1000 hl),0
2011,Finland,White wine,Usable production (1000 hl),0
2011,Finland,White wine,Total production other than for vinification (1000 hl),0
2011,Finland,White wine,Losses from evaporation (1000 hl),0
2011,Finland,White wine,Imports from EU (1000 t),0
2011,Finland,White wine,Imports from third countries (1000 hl),136
2011,Finland,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),337
2011,Finland,White wine,Gross human consumption (1000 hl),0
2011,Finland,White wine,Degree of self-sufficiency (%),0
2011,Finland,White wine,Vinegar manufacture (1000 hl),0
2011,Finland,White wine,Imports0 bottled (1000 hl),0
2011,Finland,White wine,Exports0 bottled (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Official production (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2011,Finland,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2011,Finland,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2011,Finland,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
