id,date,fund,category,measure,payment_amount,payments_number
388,25/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),84703.63,56
389,25/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,105186.6,2
390,25/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,1709308.63,8
391,25/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,319868.9,3
392,25/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,274254.82,1
393,26/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,33018.28,7
394,26/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),75888.17,126
395,26/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,471356.86,6
396,27/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,52408.35,1
397,27/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,12500.98,6
398,27/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,1588328.97,15
399,27/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,90791.37,1
400,27/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,226978.41,1
401,27/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ334 – Ανάπτυξη νέων αγορών και εκστρατείες προώθησης,183571.25,1
402,30/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,20276.48,8
403,30/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,951947.05,14
404,30/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,31864,1
405,31/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10022.4,2
406,31/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),12830.99,27
407,31/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,1780521.41,24
408,31/05/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,882329.79,2
409,31/05/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,660179.41,3
410,01/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,12897.26,10
411,02/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,5072.2,6
412,02/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,289508.7,2
413,02/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,93336.53,1
414,03/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,74883.84,20
415,03/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),40984.07,77
416,03/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,167332.27,2
417,03/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,45994.91,1
418,06/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,15863.74,1
419,06/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,11760.69,6
420,07/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,16137.44,6
421,07/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,17941.02,1
422,07/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,44852.57,1
423,07/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,276280.72,2
424,08/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,13611.52,4
425,08/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,12174.42,1
426,09/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,1792,1
427,09/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,351.42,1
428,09/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,816200.14,1
429,10/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,12060,3
430,10/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,164897.63,1
431,10/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,6863.04,5
432,10/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,208628.17,1
433,10/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,1752207.6,2
434,13/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,24785.44,7
435,13/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,146403.5,1
436,13/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,832313.91,2
437,13/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,144667.93,1
438,14/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,47662.75,2
439,14/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,9524.29,124
440,14/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),123621.82,7
441,15/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,33593.44,3
442,16/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,19652.48,4
443,16/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,103401.73,1
444,16/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,50357.12,1
445,16/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,125892.81,1
446,16/06/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 2079/92,92.89,2
447,16/06/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5657207.07,29826
448,16/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,104327.01,1
449,16/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,87851.75,1
450,17/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,68185.14,1
451,17/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,82060.32,10
452,17/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,95744.23,1
453,17/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ223 – Επενδύσεις στον τομέα της μεταποίησης και εμπορίας,758443.68,1
454,21/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,207938.2,25
455,21/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,48813.61,1
456,21/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,5876.32,6
457,22/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,21860.95,1
458,22/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,95448.26,1
459,22/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,7224.96,4
460,22/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,101640.44,1
461,23/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,104434.08,11
462,24/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,61225.99,8
463,24/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),73049.78,192
464,27/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,33489.44,10
465,28/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,15977,5
466,28/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,50827.76,1
467,28/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,503.1,3
468,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για τη διατήρηση της καλλιέργειας αμπέλων 2015,1013092.01,1982
469,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια δαμασκήνων Σκοπέλου 2015,9563.37,21
470,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια εαρινής πατάτας 2015,241462.81,577
471,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια καλοκαιρινής πατάτας 2015,870.91,4
472,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια μαστίχας Χίου 2015,1133335.36,1424
473,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια φάβας Σαντορίνης 2015,33083.05,172
474,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια φασολιού 2015,52288.83,119
475,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την καλλιέργεια φθινοπωρινής πατάτας 2015,150672.27,364
476,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την εκτροφή μεταξοσκωλήκων 2015,636776.54,64
477,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια βιομηχανικής τομάτας 2015,2480847.43,871
478,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την παράδοση πορτοκαλιών προς χυμοποίηση 2015,1048651.05,2458
479,29/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την παράδοση ροδακίνων προς χυμοποίηση 2015,93225.01,382
480,29/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,3912.05,3
481,29/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,126212.58,3
482,30/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Έκτακτη ενίσχυση κτηνοτρόφων (οζώδης) 2015,2193039.39,3751
483,30/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την παραγωγή αγελαδινού γάλακτος με προορισμό την παραγωγή τυριού 2015,833798.04,355
484,30/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την παραγωγή αίγειου γάλακτος με προορισμό την παραγωγή τυριού 2015,192094.88,736
485,30/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ενίσχυση για την παραγωγή πρόβειου γάλακτος με προορισμό την παραγωγή τυριού 2015,2338748.68,2323
486,30/06/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια ρυζιού 2015,7810639.07,4347
487,30/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,32601.16,1
488,30/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10610.4,5
489,30/06/16,ΕΓΤΕ,Μέτρα Αγοράς,Νησιά Αιγαίου (Μελισσοκομία),53078.39,114
490,30/06/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 4.1.1 - ΠΑΑ 2014-2020 Ανειλημμένες υποχρεώσεις Μέτρου 121,41029.04,2
491,30/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ334 – Ανάπτυξη νέων αγορών και εκστρατείες προώθησης,4758.33,1
492,30/06/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,213111.4,2
493,01/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,82662.34,1
494,01/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10912.08,6
495,01/07/16,Λοιπές Πληρωμές ΕΛΕΓΕΠ,Λοιπές Πληρωμές,Παροχή Υπηρεσιών,35550.42,1
496,04/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,173107.66,1
497,04/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,62456.15,7
498,04/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,12115.77,1
499,04/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,75159.51,1
500,05/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,11163.8,7
501,05/07/16,ΕΓΤΕ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,273951.99,1
502,06/07/16,ΕΤΑ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,512132.92,2
503,06/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,21101.25,1
504,06/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10419.2,3
505,06/07/16,ΕΓΤΕ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,135886.13,2
506,06/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων - block account,47376,33
507,06/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων - ΠΔΕ,93186,66
508,07/07/16,ΕΤΑ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,67684.32,3
509,07/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,361543.69,1
510,07/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,56995.65,8
511,08/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,42552.32,10
512,08/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,70138.04,1
513,08/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,100017.12,1
514,08/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,250042.8,1
515,08/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,395948.7,1
516,08/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,18884.05,1
517,11/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,902843.76,3
518,11/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,72586.03,12
519,12/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,25194,7
520,12/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,111953.52,1
521,12/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,47524.68,1
522,12/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,8448.64,1
523,12/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,337181.56,1
524,13/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,270445.3,37
525,13/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,17199.38,1
526,13/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,11960.9,5
527,13/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 4.1.1 - ΠΑΑ 2014-2020 Ανειλημμένες υποχρεώσεις Μέτρου 121,853299.39,49
528,14/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,2579.2,6
529,14/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,15909.58,1
530,14/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,ΠΔΕ - Επιχειρησιακό Πρόγραμμα Αλιείας,109229.17,1
531,15/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,151370.55,1
532,15/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,59768.48,13
533,15/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,96700.65,1
534,15/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 4.1.1 - ΠΑΑ 2014-2020 Ανειλημμένες υποχρεώσεις Μέτρου 121,149437.43,9
535,18/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,10457.6,6
536,19/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,247641.58,2
537,19/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,4989.76,5
538,19/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,178584.5,1
539,19/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,193871.47,1
540,20/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,226500.1,1
541,20/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,15058.72,8
542,20/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,39975.5,2
543,20/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,223482.13,3
544,20/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ335 – Πιλοτικά σχέδια,89158.69,1
545,20/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,329583.32,1
546,21/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Δωρεάν διανομή γάλακτος,13840.76,1
547,21/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,207238.79,3
548,21/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,4343.04,6
549,21/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,417233.89,2
550,21/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5656390.48,29299
551,21/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,35906.53,1
552,22/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,1339255.8,182
553,22/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,192816.7,2
554,22/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,25128.81,9
555,22/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,337862.71,5
556,22/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,168750,1
557,22/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 4.1.1 - ΠΑΑ 2014-2020 Ανειλημμένες υποχρεώσεις Μέτρου 121,52055.89,3
558,22/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,7596.3,3
559,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Καθεστώς Βασικής Ενίσχυσης 2015,11373239.58,20167
560,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Νέοι Γεωργοί 2015,551556.6,2931
561,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Πράσινη Ενίσχυση 2015,11890079.9,18227
562,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση αιγοπροβατοτρόφων (Μέτρο 2) βάσει Καν. 1307/2013 2015,342161.61,71
563,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση βοοτρόφων (Μέτρο 2) βάσει Καν. 1307/2013 2015,866561.75,64
564,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σπόρων προς σπορά 2015,1931808.04,674
565,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση στον τομέα του βόειου κρέατος 2015,23111416.27,5611
566,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση στον τομέα του πρόβειου και αίγειου κρέατος σε ορεινές και μειονεκτικές περιοχές 2015,20635848.22,19062
567,25/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση στον τομέα του πρόβειου και αίγειου κρέατος σε πεδινές περιοχές 2015,1985197.57,2441
568,25/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,88510,10
569,25/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Ιδιωτική αποθεματοποίησης τυριών,4585.12,1
570,25/07/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,33720.88,7
571,25/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Ανειλημμένες υποχρεώσεις Μέτρου 123Α,8612.5,1
572,25/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,650696.95,29
573,25/07/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",154108.14,2
574,25/07/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ221 – Υδατοκαλλιέργεια,7867.2,2
575,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Διεπαγγελματική Βάμβακος 2015,485385.86,47712
576,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Ειδική ενίσχυση για την καλλιέργεια βαμβακιού 2015,3870444.21,2134
577,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια βιομηχανικής τομάτας 2015,21073.01,9
578,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια βρώσιμων οσπρίων 2015,35931.98,131
579,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια ζαχαροτεύτλων 2015,38214.3,47
580,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια πρωτεινούχων κτηνοτροφικών ψυχανθών 2015,14508.76,59
581,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια ρυζιού 2015,31104.99,31
582,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σκληρού σίτου 2015,44702.15,400
583,26/07/16,ΕΓΤΕ,Άμεσες Ενισχύσεις,Συνδεδεμένη ενίσχυση για την καλλιέργεια σπαραγγιών 2015,7731.66,11
